Date;Orang;Barang
2021-07-04;67081;22478
2021-07-05;83722;40642
2021-07-06;79650;41834
2021-07-07;80393;42773
2021-07-08;79211;42970
2021-07-09;78943;41156
2021-07-10;69094;31464
2021-07-11;59676;21208
2021-07-12;79648;39542
2021-07-13;76829;41110
2021-07-14;78536;42232
2021-07-15;78792;42727
2021-07-16;81091;41840
2021-07-17;72385;33435
2021-07-18;59622;22379
2021-07-19;77195;27737
2021-07-20;54107;11910
2021-07-21;87089;38354
2021-07-22;86778;42575
2021-07-23;89294;41969
2021-07-24;81408;32837
2021-07-25;75901;21773
2021-07-26;94092;43140
2021-07-27;90679;43883
2021-07-28;90902;44930
2021-07-29;91171;44686
2021-07-30;93604;42431
2021-07-31;91930;33093
2021-08-01;86228;22124
2021-08-02;98326;42060
2021-08-03;95600;43812
2021-08-04;96795;43466
2021-08-05;97706;43162
2021-08-06;101583;42424
2021-08-07;99948;33292
2021-08-08;94969;23048
2021-08-09;100383;41891
2021-08-10;99030;40571
2021-08-11;82884;30641
2021-08-12;101614;46698
2021-08-13;105472;46445
2021-08-14;101514;35452
2021-08-15;91594;23587
2021-08-16;104161;37986
2021-08-17;78402;19549
2021-08-18;104882;44990
2021-08-19;102574;47988
2021-08-20;106742;46460
2021-08-21;101420;36116
2021-08-22;96304;25420
2021-08-23;104055;46735
2021-08-24;101147;48317
2021-08-25;104991;49293
2021-08-26;105761;48137
2021-08-27;111807;47400
2021-08-28;111445;35951
2021-08-29;107323;24859
2021-08-30;109671;44324
2021-08-31;105101;46275
2021-09-01;107501;45066
2021-09-02;107661;45833
2021-09-03;113686;44329
2021-09-04;117042;33685
2021-09-05;117876;23029
2021-09-06;108924;43378
2021-09-07;104562;44449
2021-09-08;107612;45325
2021-09-09;109249;46316
2021-09-10;114217;44760
2021-09-11;115966;33583
2021-09-12;113813;22289
2021-09-13;110319;42990
2021-09-14;107605;44525
2021-09-15;110351;45141
2021-09-16;109605;45048
2021-09-17;114926;43034
2021-09-18;114705;33291
2021-09-19;111036;23420
2021-09-20;110747;46211
2021-09-21;105652;46316
2021-09-22;108430;45342
2021-09-23;108965;45064
2021-09-24;114164;43656
2021-09-25;113697;34004
2021-09-26;113529;24478
2021-09-27;109467;45551
2021-09-28;108266;46926
2021-09-29;109953;45460
2021-09-30;113141;44583
2021-10-01;118999;44391
2021-10-02;120646;33150
2021-10-03;123345;21929
2021-10-04;111661;43869
2021-10-05;108401;45955
2021-10-06;111541;46841
2021-10-07;113022;45590
2021-10-08;120351;44642
2021-10-09;123489;33334
2021-10-10;125218;23063
2021-10-11;112880;45310
2021-10-12;109430;47172
2021-10-13;113073;47420
2021-10-14;114801;46251
2021-10-15;122189;45616
2021-10-16;123082;35649
2021-10-17;119005;23924
2021-10-18;114024;42969
2021-10-19;114171;43068
2021-10-20;103342;30418
2021-10-21;114691;45644
2021-10-22;116902;45966
2021-10-23;115370;36028
2021-10-24;116318;23809
2021-10-25;112889;45993
2021-10-26;110561;48256
2021-10-27;112233;45927
2021-10-28;113665;45359
2021-10-29;121203;44833
2021-10-30;124943;35222
2021-10-31;123865;24132
2021-11-01;113574;43305
2021-11-02;109407;45336
2021-11-03;114833;47395
2021-11-04;114847;46236
2021-11-05;121885;42693
2021-11-06;124063;33654
2021-11-07;124044;23982
2021-11-08;115943;45541
2021-11-09;112287;46978
2021-11-10;114970;46684
2021-11-11;116324;46671
2021-11-12;119561;44600
2021-11-13;122339;35239
2021-11-14;121714;25105
2021-11-15;116235;45602
2021-11-16;110583;47971
2021-11-17;114134;47299
2021-11-18;116684;46718
2021-11-19;124104;45038
2021-11-20;126130;34666
2021-11-21;128317;24096
2021-11-22;117433;45145
2021-11-23;115302;45514
2021-11-24;119079;47650
2021-11-25;118855;47013
2021-11-26;124544;44367
2021-11-27;123570;33567
2021-11-28;128225;23716
2021-11-29;121497;45280
2021-11-30;115871;46214
2021-12-01;117499;47175
2021-12-02;118137;46290
2021-12-03;125175;46370
2021-12-04;131016;34236
2021-12-05;124924;22128
2021-12-06;113290;40552
2021-12-07;116483;45228
2021-12-08;118626;46579
2021-12-09;119719;46104
2021-12-10;127178;44902
2021-12-11;134571;33382
2021-12-12;128253;23517
2021-12-13;120126;45734
2021-12-14;117456;46600
2021-12-15;121459;47524
2021-12-16;121511;47035
2021-12-17;127623;45480
2021-12-18;131280;35333
2021-12-19;129249;24810
2021-12-20;120674;46373
2021-12-21;120167;48163
2021-12-22;123130;48768
2021-12-23;124131;46275
2021-12-24;128149;40532
2021-12-25;110190;19674
2021-12-26;121588;22095
2021-12-27;119328;44261
2021-12-28;115946;44797
2021-12-29;120321;43245
2021-12-30;124835;38603
2021-12-31;120603;22365
2022-01-01;115190;9953
2022-01-02;135584;16482
2022-01-03;119804;40104
2022-01-04;115960;45092
2022-01-05;121644;46325
2022-01-06;121688;46367
2022-01-07;127717;43766
2022-01-08;130217;34753
2022-01-09;131271;23968
2022-01-10;116645;43595
2022-01-11;114217;44540
2022-01-12;116994;43973
2022-01-13;116934;45249
2022-01-14;120344;42097
2022-01-15;120847;32697
2022-01-16;118555;22626
2022-01-17;116209;44525
2022-01-18;110225;45167
2022-01-19;112826;44695
2022-01-20;113637;46452
2022-01-21;117860;43235
2022-01-22;115929;33656
2022-01-23;110889;22869
2022-01-24;113779;46060
2022-01-25;111805;47088
2022-01-26;115143;45296
2022-01-27;115102;45203
2022-01-28;120051;44370
2022-01-29;120456;36222
2022-01-30;112827;23450
2022-01-31;113704;38676
2022-02-01;101916;25106
2022-02-02;113364;45065
2022-02-03;108674;47754
2022-02-04;113653;45247
2022-02-05;113089;34714
2022-02-06;109842;23193
2022-02-07;109902;45821
2022-02-08;103203;45711
2022-02-09;104402;45361
2022-02-10;107123;46549
2022-02-11;107449;44804
2022-02-12;106745;34241
2022-02-13;97948;22923
2022-02-14;104185;45279
2022-02-15;99813;47086
2022-02-16;99583;46491
2022-02-17;101924;46883
2022-02-18;106731;44278
2022-02-19;103244;34600
2022-02-20;100024;23802
2022-02-21;106544;45966
2022-02-22;103813;46160
2022-02-23;105010;48088
2022-02-24;108315;48801
2022-02-25;120227;46547
2022-02-26;123810;37242
2022-02-27;111774;21193
2022-02-28;110161;24135
2022-03-01;113470;43731
2022-03-02;115962;44384
2022-03-03;97291;30463
2022-03-04;119335;46245
2022-03-05;120698;36318
2022-03-06;121561;24231
2022-03-07;116541;46288
2022-03-08;111212;47445
2022-03-09;113781;47204
2022-03-10;116481;48699
2022-03-11;121940;46580
2022-03-12;126449;36012
2022-03-13;126247;24713
2022-03-14;117709;45957
2022-03-15;114217;48517
2022-03-16;118207;50832
2022-03-17;117227;49891
2022-03-18;126733;49053
2022-03-19;128683;37657
2022-03-20;132849;26563
2022-03-21;121115;48525
2022-03-22;116592;50185
2022-03-23;120442;49978
2022-03-24;123684;50805
2022-03-25;131071;48864
2022-03-26;138480;38118
2022-03-27;144993;25979
2022-03-28;127297;48525
2022-03-29;123418;51200
2022-03-30;130063;51971
2022-03-31;133277;49161
2022-04-01;134210;44688
2022-04-02;104138;31053
2022-04-03;77038;20524
2022-04-04;104902;44444
2022-04-05;104999;48917
2022-04-06;106620;48867
2022-04-07;106876;49206
2022-04-08;107276;48403
2022-04-09;100760;38091
2022-04-10;93188;26828
2022-04-11;106258;48511
2022-04-12;107299;50545
2022-04-13;111564;51331
2022-04-14;120966;49548
2022-04-15;93807;33478
2022-04-16;105391;36358
2022-04-17;102182;26400
2022-04-18;117435;48940
2022-04-19;114368;49779
2022-04-20;120803;50656
2022-04-21;122896;50706
2022-04-22;125009;47465
2022-04-23;128996;39353
2022-04-24;121761;26807
2022-04-25;135196;44461
2022-04-26;137792;41634
2022-04-27;145618;31027
2022-04-28;152692;16893
2022-04-29;138652;9637
2022-04-30;120205;5691
2022-05-01;80147;2634
2022-05-02;115436;1430
2022-05-03;135162;2367
2022-05-04;137478;5007
2022-05-05;138739;7280
2022-05-06;136176;7830
2022-05-07;153864;7484
2022-05-08;155021;9000
2022-05-09;136250;29008
2022-05-10;135474;40593
2022-05-11;134299;43238
2022-05-12;127820;45924
2022-05-13;132236;46786
2022-05-14;142600;38804
2022-05-15;146071;23327
2022-05-16;134016;26905
2022-05-17;126194;47493
2022-05-18;121369;48292
2022-05-19;120856;48195
2022-05-20;123069;46725
2022-05-21;124455;36531
2022-05-22;122044;25564
2022-05-23;119538;47022
2022-05-24;115989;49022
2022-05-25;126585;46674
2022-05-26;109811;33107
2022-05-27;119903;45725
2022-05-28;124058;34831
2022-05-29;123209;24337
2022-05-30;119447;45548
2022-05-31;119041;45528
2022-06-01;104252;32481
2022-06-02;115467;46464
2022-06-03;121646;46146
2022-06-04;127104;35579
2022-06-05;124427;24405
2022-06-06;118276;45693
2022-06-07;116063;47816
2022-06-08;117477;46795
2022-06-09;115234;46416
2022-06-10;121812;46270
2022-06-11;120055;36661
2022-06-12;119118;25714
2022-06-13;118580;46607
2022-06-14;115627;48910
2022-06-15;117687;49000
2022-06-16;116911;49752
2022-06-17;122485;47790
2022-06-18;121267;38257
2022-06-19;118670;27763
2022-06-20;121003;48379
2022-06-21;116435;49991
2022-06-22;119825;49780
2022-06-23;118522;49085
2022-06-24;123294;48001
2022-06-25;126278;38132
2022-06-26;126565;27854
2022-06-27;123663;48001
2022-06-28;120353;49401
2022-06-29;123578;49458
2022-06-30;123793;48160
2022-07-01;129704;46910
2022-07-02;137037;36844
2022-07-03;138644;25327
2022-07-04;127670;47483
2022-07-05;123319;48566
2022-07-06;128095;47705
2022-07-07;130443;48537
2022-07-08;140234;43446
2022-07-09;105411;16626
2022-07-10;123963;12052
2022-07-11;132605;41347
2022-07-12;128786;46535
2022-07-13;129591;47192
2022-07-14;128419;46985
2022-07-15;131319;43949
2022-07-16;141783;32823
2022-07-17;145414;23220
2022-07-18;122563;45480
2022-07-19;120552;49345
2022-07-20;118996;48670
2022-07-21;120050;47864
2022-07-22;125427;45919
2022-07-23;128459;34947
2022-07-24;127419;24878
2022-07-25;119553;46208
2022-07-26;115996;48518
2022-07-27;119133;48687
2022-07-28;121553;49297
2022-07-29;133095;44756
2022-07-30;123402;25231
2022-07-31;126736;24169
2022-08-01;119908;47294
2022-08-02;115218;50043
2022-08-03;117151;48948
2022-08-04;120674;48130
2022-08-05;126049;46548
2022-08-06;128723;35946
2022-08-07;126088;25495
2022-08-08;119822;46191
2022-08-09;116238;49498
2022-08-10;118229;48317
2022-08-11;118448;48917
2022-08-12;122663;46653
2022-08-13;120444;37157
2022-08-14;117170;27161
2022-08-15;117017;47997
2022-08-16;123249;44384
2022-08-17;86703;21434
2022-08-18;117539;46922
2022-08-19;120703;47407
2022-08-20;116270;37469
2022-08-21;114804;25034
2022-08-22;116096;46779
2022-08-23;113673;48400
2022-08-24;113958;49810
2022-08-25;117467;49346
2022-08-26;122854;47027
2022-08-27;121129;38144
2022-08-28;121901;26362
2022-08-29;117475;47472
2022-08-30;112826;50335
2022-08-31;115827;48705
2022-09-01;115175;47670
2022-09-02;122874;46341
2022-09-03;124161;35718
2022-09-04;125004;24987
2022-09-05;116606;44690
2022-09-06;113387;46789
2022-09-07;114145;46323
2022-09-08;116025;46568
2022-09-09;122055;44663
2022-09-10;118944;34655
2022-09-11;120487;24523
2022-09-12;114753;46640
2022-09-13;111761;49204
2022-09-14;113221;49582
2022-09-15;114074;49441
2022-09-16;118935;47914
2022-09-17;116844;37286
2022-09-18;115417;26607
2022-09-19;112973;47380
2022-09-20;110442;48504
2022-09-21;111968;49028
2022-09-22;113644;48120
2022-09-23;118278;46358
2022-09-24;116622;35939
2022-09-25;116642;25240
2022-09-26;113934;47211
2022-09-27;112255;49367
2022-09-28;112320;49050
2022-09-29;113358;49395
2022-09-30;121872;47111
2022-10-01;120894;35082
2022-10-02;126537;24852
2022-10-03;114681;46408
2022-10-04;112779;47946
2022-10-05;114485;47853
2022-10-06;116002;47131
2022-10-07;129159;44662
2022-10-08;119436;25335
2022-10-09;126669;23501
2022-10-10;117591;47392
2022-10-11;112470;50276
2022-10-12;115022;50384
2022-10-13;113513;48534
2022-10-14;120629;48657
2022-10-15;118935;37111
2022-10-16;117393;27123
2022-10-17;113974;47731
2022-10-18;111254;49571
2022-10-19;113803;49872
2022-10-20;114366;51026
2022-10-21;121040;49025
2022-10-22;117379;35700
2022-10-23;115643;25924
2022-10-24;112318;46267
2022-10-25;110517;47217
2022-10-26;117525;47980
2022-10-27;114507;47488
2022-10-28;120907;46360
2022-10-29;122328;35880
2022-10-30;121926;25670
2022-10-31;115702;45633
2022-11-01;110931;47212
2022-11-02;115090;47379
2022-11-03;115360;47874
2022-11-04;123481;44999
2022-11-05;124907;34179
2022-11-06;127281;24766
2022-11-07;117219;44730
2022-11-08;113865;47605
2022-11-09;115306;46874
2022-11-10;116894;47800
2022-11-11;121768;44857
2022-11-12;121923;34843
2022-11-13;113237;24565
2022-11-14;115487;50431
2022-11-15;118813;53828
2022-11-16;121503;50910
2022-11-17;114700;46205
2022-11-18;121340;46311
2022-11-19;117031;35558
2022-11-20;117422;25568
2022-11-21;115449;46785
2022-11-22;111769;49481
2022-11-23;111637;49094
2022-11-24;114057;52278
2022-11-25;119366;47580
2022-11-26;118675;37285
2022-11-27;116510;26191
2022-11-28;114902;47076
2022-11-29;113103;49624
2022-11-30;117335;50062
2022-12-01;117039;48121
2022-12-02;120776;46966
2022-12-03;124098;35366
2022-12-04;122819;25588
2022-12-05;117598;46231
2022-12-06;113238;49231
2022-12-07;116503;48327
2022-12-08;116983;49075
2022-12-09;119601;46792
2022-12-10;123214;36980
2022-12-11;121590;26751
2022-12-12;116063;47083
2022-12-13;116350;49803
2022-12-14;119286;50163
2022-12-15;120750;50226
2022-12-16;124972;48232
2022-12-17;130121;38192
2022-12-18;129837;28130
2022-12-19;123938;49066
2022-12-20;121974;51510
2022-12-21;124090;51121
2022-12-22;125947;45016
2022-12-23;131303;42071
2022-12-24;129679;29881
2022-12-25;128411;18912
2022-12-26;121972;40901
2022-12-27;119435;45810
2022-12-28;116475;41521
2022-12-29;124655;38553
2022-12-30;124542;27620
2022-12-31;112167;11618
2023-01-01;126326;9252
2023-01-02;115673;31949
2023-01-03;113921;42630
2023-01-04;116878;44483
2023-01-05;119185;47366
2023-01-06;122922;44674
2023-01-07;125155;34322
2023-01-08;124845;23432
2023-01-09;115622;46666
2023-01-10;112349;48845
2023-01-11;114827;49114
2023-01-12;114485;48368
2023-01-13;116726;46246
2023-01-14;114493;35608
2023-01-15;118922;25815
2023-01-16;112275;47325
2023-01-17;111156;50081
2023-01-18;110761;49531
2023-01-19;112596;49404
2023-01-20;118991;47246
2023-01-21;114401;34777
2023-01-22;113079;22564
2023-01-23;109412;37223
2023-01-24;110314;47709
2023-01-25;111548;49461
2023-01-26;111111;49340
2023-01-27;115010;45209
2023-01-28;114734;32985
2023-01-29;111842;24436
2023-01-30;111408;46311
2023-01-31;110153;48699
2023-02-01;113608;47506
2023-02-02;112038;47051
2023-02-03;119750;44806
2023-02-04;120175;35617
2023-02-05;124190;25777
2023-02-06;114417;46780
2023-02-07;111214;48687
2023-02-08;116807;49798
2023-02-09;115210;48326
2023-02-10;119543;47409
2023-02-11;117463;33971
2023-02-12;116139;23449
2023-02-13;112967;46352
2023-02-14;112103;47949
2023-02-15;112442;48655
2023-02-16;113078;47820
2023-02-17;126446;45807
2023-02-18;112783;25920
2023-02-19;116874;24306
2023-02-20;114100;47314
2023-02-21;111079;47817
2023-02-22;112505;48334
2023-02-23;112990;47106
2023-02-24;117332;44302
2023-02-25;117318;33773
2023-02-26;114913;22618
2023-02-27;113274;44599
2023-02-28;112990;46439
2023-03-01;111662;43760
2023-03-02;115543;43352
2023-03-03;120980;44256
2023-03-04;124106;34171
2023-03-05;128501;23932
2023-03-06;115322;45509
2023-03-07;111439;47679
2023-03-08;113663;48477
2023-03-09;117346;47474
2023-03-10;121812;46650
2023-03-11;124812;34734
2023-03-12;130664;24423
2023-03-13;116181;46868
2023-03-14;111742;46909
2023-03-15;118448;47857
2023-03-16;118866;48175
2023-03-17;124943;47493
2023-03-18;131196;36476
2023-03-19;138135;26479
2023-03-20;127022;48388
2023-03-21;133979;48204
2023-03-22;98058;28060
2023-03-23;81152;37210
2023-03-24;99656;45850
2023-03-25;88932;37203
2023-03-26;86814;25970
2023-03-27;106011;48029
2023-03-28;102896;50092
2023-03-29;104697;48412
2023-03-30;103890;48468
2023-03-31;107792;46376
2023-04-01;99790;34892
2023-04-02;93863;25442
2023-04-03;107384;47247
2023-04-04;107748;48924
2023-04-05;113885;50681
2023-04-06;125743;49751
2023-04-07;94220;33233
2023-04-08;108183;35684
2023-04-09;106399;27103
2023-04-10;122454;47955
2023-04-11;116809;51256
2023-04-12;121199;49968
2023-04-13;123872;50264
2023-04-14;131962;47313
2023-04-15;136493;34666
2023-04-16;125395;21803
2023-04-17;142238;27466
2023-04-18;156832;18155
2023-04-19;154670;9699
2023-04-20;118521;5028
2023-04-21;77034;2152
2023-04-22;122729;1414
2023-04-23;141151;1820
2023-04-24;141780;3275
2023-04-25;140390;6022
2023-04-26;129519;13045
2023-04-27;126214;19780
2023-04-28;125832;22128
2023-04-29;150933;18800
2023-04-30;161410;12159
2023-05-01;145107;17812
2023-05-02;123365;39330
2023-05-03;120853;43792
2023-05-04;122325;46179
2023-05-05;124594;44589
2023-05-06;136070;34142
2023-05-07;136483;23280
2023-05-08;121568;44087
2023-05-09;113943;46605
2023-05-10;117220;47165
2023-05-11;116844;47845
2023-05-12;121455;46372
2023-05-13;123643;34724
2023-05-14;124716;25303
2023-05-15;117036;46567
2023-05-16;112686;48211
2023-05-17;121231;45600
2023-05-18;104397;31573
2023-05-19;116348;44833
2023-05-20;117016;34457
2023-05-21;116061;24259
2023-05-22;114801;45953
2023-05-23;111920;48801
2023-05-24;112810;49953
2023-05-25;114402;50363
2023-05-26;118674;47908
2023-05-27;118459;37033
2023-05-28;115244;26642
2023-05-29;113126;46335
2023-05-30;111831;48346
2023-05-31;122907;45703
2023-06-01;108580;31459
2023-06-02;110027;42938
2023-06-03;117620;34273
2023-06-04;116978;25861
2023-06-05;113618;46546
2023-06-06;111217;49578
2023-06-07;113330;49465
2023-06-08;112994;50405
2023-06-09;116396;48585
2023-06-10;118201;36584
2023-06-11;114173;25135
2023-06-12;116530;46976
2023-06-13;113101;47498
2023-06-14;115627;48172
2023-06-15;119318;47999
2023-06-16;120873;42961
2023-06-17;119714;34311
2023-06-18;116175;24130
2023-06-19;119146;44764
2023-06-20;115377;48560
2023-06-21;118149;47775
2023-06-22;119753;48243
2023-06-23;122703;48054
2023-06-24;125309;36511
2023-06-25;119300;25263
2023-06-26;127896;47266
2023-06-27;133871;48751
2023-06-28;123650;33379
2023-06-29;98811;13420
2023-06-30;121135;33562
2023-07-01;135619;29879
2023-07-02;146362;22559
2023-07-03;129411;44772
2023-07-04;125423;48681
2023-07-05;128879;49764
2023-07-06;128118;48083
2023-07-07;131803;45501
2023-07-08;144423;35337
2023-07-09;147461;24847
2023-07-10;128435;45497
2023-07-11;122682;47388
2023-07-12;125259;49432
2023-07-13;123369;48939
2023-07-14;127416;47561
2023-07-15;135601;35213
2023-07-16;132855;24678
2023-07-17;116219;47352
2023-07-18;117965;47024
2023-07-19;100951;31438
2023-07-20;115499;48053
2023-07-21;116892;47675
2023-07-22;116457;35391
2023-07-23;114111;25223
2023-07-24;115054;47584
2023-07-25;112760;51173
2023-07-26;114177;50306
2023-07-27;113769;50237
2023-07-28;118873;47805
2023-07-29;120860;36886
2023-07-30;118705;27098
2023-07-31;113741;46839
2023-08-01;110849;48336
2023-08-02;113398;49200
2023-08-03;116468;49489
2023-08-04;122182;47995
2023-08-05;124138;35991
2023-08-06;123586;26482
2023-08-07;115417;47624
2023-08-08;113169;50116
2023-08-09;114049;50243
2023-08-10;114355;50960
2023-08-11;120652;50337
2023-08-12;119356;38177
2023-08-13;115604;27290
2023-08-14;112691;48521
2023-08-15;112230;50894
2023-08-16;119572;43978
2023-08-17;84128;20936
2023-08-18;112183;45022
2023-08-19;108934;36752
2023-08-20;111075;26209
2023-08-21;113777;48475
2023-08-22;111223;50589
2023-08-23;113037;50656
2023-08-24;113382;49504
2023-08-25;118743;48492
2023-08-26;118042;37026
2023-08-27;118497;26949
2023-08-28;113195;49771
2023-08-29;112726;51787
2023-08-30;113896;51045
2023-08-31;116237;49820
2023-09-01;119520;48319
2023-09-02;120289;35710
2023-09-03;123360;26370
2023-09-04;114829;48827
2023-09-05;112475;50506
2023-09-06;114486;50102
2023-09-07;109431;49506
2023-09-08;119742;48857
2023-09-09;122306;37057
2023-09-10;122759;26316
2023-09-11;115140;48903
2023-09-12;111607;51359
2023-09-13;112603;50688
2023-09-14;114615;50785
2023-09-15;119659;48896
2023-09-16;117663;36574
2023-09-17;118220;25705
2023-09-18;111421;48662
2023-09-19;110078;49752
2023-09-20;113118;50122
2023-09-21;113785;48852
2023-09-22;117842;47998
2023-09-23;116205;37187
2023-09-24;111755;26436
2023-09-25;115890;49565
2023-09-26;111269;51509
2023-09-27;124371;48969
2023-09-28;105890;32166
2023-09-29;117493;45692
2023-09-30;120929;35984
2023-10-01;127174;25541
2023-10-02;113992;46875
2023-10-03;113633;49981
2023-10-04;114825;50192
2023-10-05;112690;48440
2023-10-06;122737;47577
2023-10-07;125115;35798
2023-10-08;125607;25336
2023-10-09;114403;47400
2023-10-10;113486;49753
2023-10-11;114682;49692
2023-10-12;115681;49573
2023-10-13;120506;48381
2023-10-14;120149;36599
2023-10-15;120722;25901
2023-10-16;116838;48343
2023-10-17;113348;50771
2023-10-18;116034;51763
2023-10-19;115848;50138
2023-10-20;119361;48017
2023-10-21;118169;36218
2023-10-22;118310;26359
2023-10-23;112335;47518
2023-10-24;113433;49711
2023-10-25;114545;50265
2023-10-26;116250;50478
2023-10-27;122400;48702
2023-10-28;125560;36319
2023-10-29;127441;27047
2023-10-30;119647;49071
2023-10-31;115407;50176
2023-11-01;119539;50365
2023-11-02;120835;49240
2023-11-03;128549;48622
2023-11-04;127476;34767
2023-11-05;134670;25970
2023-11-06;119687;48818
2023-11-07;114117;51010
2023-11-08;116850;51150
2023-11-09;117218;50696
2023-11-10;123628;47608
2023-11-11;130038;37284
2023-11-12;126448;26204
2023-11-13;117008;47545
2023-11-14;114005;50173
2023-11-15;117209;50587
2023-11-16;116095;49731
2023-11-17;122375;48689
2023-11-18;125003;37773
2023-11-19;121417;26869
2023-11-20;120060;49826
2023-11-21;115306;51303
2023-11-22;114114;51406
2023-11-23;115334;51510
2023-11-24;120752;48344
2023-11-25;116532;34205
2023-11-26;119940;26252
2023-11-27;114739;47633
2023-11-28;112794;48155
2023-11-29;114656;48260
2023-11-30;117815;46686
2023-12-01;124331;43998
2023-12-02;124715;35580
2023-12-03;122740;26203
2023-12-04;118717;47177
2023-12-05;113851;49983
2023-12-06;114179;50140
2023-12-07;117068;50394
2023-12-08;121142;48147
2023-12-09;128801;38042
2023-12-10;124038;27503
2023-12-11;117084;48647
2023-12-12;114765;51699
2023-12-13;117792;51351
2023-12-14;120156;51176
2023-12-15;127023;50247
2023-12-16;131222;40090
2023-12-17;127567;28892
2023-12-18;122697;50049
2023-12-19;121280;53044
2023-12-20;127681;51537
2023-12-21;129525;52277
2023-12-22;139312;46925
2023-12-23;143742;33362
2023-12-24;127883;18796
2023-12-25;122422;20209
2023-12-26;126518;39419
2023-12-27;122006;46236
2023-12-28;122899;44586
2023-12-29;124835;35317
2023-12-30;133647;22729
2023-12-31;110846;7996
